Voter,Constituency,PollingStation,Candidate
v8772,Niphad,p0,KamaVarma
v8773,Ulhasnagar,p11,AnamikaPilla
v8774,Baglan,p29,NOTA
v8775,Teosa,p5,BhagwantiPatel
v8776,Ulhasnagar,p11,DhanapatiKhan
v8777,Teosa,p6,NOTA
v8778,Hingna,p20,HiranyaKhatri
v8779,Mukhed,p36,NOTA
v8780,Chembur,p32,NOTA
v8781,Baglan,p28,UrmilaBhat
v8782,Niphad,p3,ChidambarPanicker
v8783,Teosa,p7,KamalaSaini
v8784,Ulhasnagar,p14,NOTA
v8785,Baglan,p27,NOTA
v8786,Chembur,p33,VedaNaik
v8787,Niphad,p1,PranBanerjee
v8788,Baglan,p28,NOTA
v8789,Kaij,p15,AnaghBanerjee
v8790,Kaij,p17,NOTA
v8791,Karanja,p48,AnalMalik
v8792,Teosa,p9,VinayDeshpande
v8793,Baglan,p29,UrmilaBhat
v8794,Chembur,p32,VedaNaik
v8795,Mahad,p40,BhishamGandhi
v8796,Hingna,p21,BaijayantiJain
v8797,Ulhasnagar,p13,SwaraIyer
v8798,Hingna,p21,ShardaAdiga
v8799,Karanja,p45,AnalMalik
v8800,Teosa,p9,AmareshKakkar
v8801,Baglan,p26,NOTA
v8802,Niphad,p2,PranBanerjee
v8803,Hingna,p24,ShardaAdiga
v8804,Karanja,p48,NavinGupta
v8805,Baglan,p29,DiptenduNamboothiri
v8806,Mukhed,p39,BhooshanKaniyar
v8807,Baglan,p26,NOTA
v8808,Teosa,p8,AmareshKakkar
v8809,Karanja,p48,NOTA
v8810,Ulhasnagar,p13,AnamikaPilla
v8811,Baglan,p29,KanakPandey
v8812,Ulhasnagar,p10,BhavesChaturvedi
v8813,Kaij,p17,NOTA
v8814,Baglan,p26,UrmilaBhat
v8815,Ulhasnagar,p10,BhavesChaturvedi
v8816,Mahad,p42,BhishamGandhi
v8817,Mahad,p41,LakshmanPillai
v8818,Chembur,p34,NOTA
v8819,Mahad,p40,BhishamGandhi
v8820,Baglan,p25,UrmilaBhat
v8821,Mukhed,p39,BhooshitDwivedi
v8822,Hingna,p22,NOTA
v8823,Ulhasnagar,p13,AnamikaPilla
v8824,Hingna,p24,NOTA
v8825,Mukhed,p38,BhaaswarMarar
v8826,Teosa,p6,RageshwariNaik
v8827,Chembur,p30,VedaNaik
v8828,Baglan,p25,UrmilaBhat
v8829,Mukhed,p36,BhooshanKaniyar
v8830,Ulhasnagar,p10,AnamikaPilla
v8831,Karanja,p45,NOTA
v8832,Kaij,p19,ChaitanSharma
v8833,Chembur,p33,VedaNaik
v8834,Kaij,p19,AnaghBanerjee
v8835,Chembur,p31,NOTA
v8836,Hingna,p23,NOTA
v8837,Kaij,p17,NOTA
v8838,Mahad,p41,BhishamGandhi
v8839,Karanja,p48,NOTA
v8840,Baglan,p28,UrmilaBhat
v8841,Baglan,p29,NOTA
v8842,Karanja,p47,NavinGupta
v8843,Niphad,p2,KamaVarma
v8844,Niphad,p1,PranBanerjee
v8845,Mahad,p43,NOTA
v8846,Baglan,p28,UrmilaBhat
v8847,Karanja,p46,NavinGupta
v8848,Hingna,p24,HiranyaKhatri
v8849,Karanja,p47,NavinGupta
v8850,Mahad,p41,AmritaJha
v8851,Chembur,p30,SanyaKaniyar
v8852,Kaij,p19,ChaitanSharma
v8853,Mahad,p43,BhishamGandhi
v8854,Hingna,p21,ShardaAdiga
v8855,Hingna,p23,HiranyaKhatri
v8856,Chembur,p33,ChandramohanAhuja
v8857,Niphad,p1,PranBanerjee
v8858,Kaij,p19,ChaitanSharma
v8859,Teosa,p6,BhagwantiPatel
v8860,Teosa,p9,AmareshKakkar
v8861,Karanja,p47,PoornimaTalwar
v8862,Mahad,p42,BhishamGandhi
v8863,Mahad,p44,BhishamGandhi
v8864,Baglan,p29,KanakPandey
v8865,Niphad,p4,PranBanerjee
v8866,Hingna,p20,ShardaAdiga
v8867,Mahad,p43,BhishamGandhi
v8868,Ulhasnagar,p13,DhanapatiKhan
v8869,Baglan,p27,NOTA
v8870,Mahad,p43,NOTA
v8871,Mukhed,p38,UditGill
v8872,Hingna,p21,BaijayantiJain
v8873,Mukhed,p36,NawalTandon
v8874,Ulhasnagar,p14,NOTA
v8875,Ulhasnagar,p10,DeeptenduMenon
v8876,Chembur,p34,SanyaKaniyar
v8877,Niphad,p2,ChidambarPanicker
v8878,Baglan,p28,KanakPandey
v8879,Hingna,p21,ShardaAdiga
v8880,Kaij,p17,NOTA
v8881,Niphad,p3,KamaVarma
v8882,Mukhed,p36,UditGill
v8883,Chembur,p30,NOTA
v8884,Ulhasnagar,p14,DhanapatiKhan
v8885,Karanja,p47,NavinGupta
v8886,Ulhasnagar,p10,AnamikaPilla
v8887,Hingna,p23,BaijayantiJain
v8888,Hingna,p23,ShardaAdiga
v8889,Niphad,p2,PranBanerjee
v8890,Teosa,p9,RajAsan
v8891,Baglan,p28,DiptenduNamboothiri
v8892,Kaij,p18,AnaghBanerjee
v8893,Hingna,p23,ShardaAdiga
v8894,Karanja,p49,SwarnalataJoshi
v8895,Teosa,p8,RageshwariNaik
v8896,Mahad,p43,AmritaJha
v8897,Chembur,p34,ChandramohanAhuja
v8898,Teosa,p7,RajAsan
v8899,Teosa,p6,KamalaSaini
v8900,Mukhed,p39,UditGill
v8901,Chembur,p32,ChandramohanAhuja
v8902,Mukhed,p38,BhaaswarMarar
v8903,Kaij,p15,ChaitanSharma
v8904,Teosa,p9,RageshwariNaik
v8905,Karanja,p46,PoornimaTalwar
v8906,Niphad,p1,PranBanerjee
v8907,Chembur,p31,SanyaKaniyar
v8908,Karanja,p46,AnalMalik
v8909,Teosa,p6,AmareshKakkar
v8910,Baglan,p27,KanakPandey
v8911,Baglan,p25,NOTA
v8912,Karanja,p48,AnalMalik
v8913,Kaij,p15,NOTA
v8914,Hingna,p20,HiranyaKhatri
v8915,Karanja,p45,AnalMalik
v8916,Hingna,p22,BaijayantiJain
v8917,Kaij,p18,AnaghBanerjee
v8918,Mahad,p41,AmritaJha
v8919,Mahad,p44,NOTA
v8920,Chembur,p31,ChandramohanAhuja
v8921,Baglan,p29,UrmilaBhat
v8922,Ulhasnagar,p10,SwaraIyer
v8923,Mahad,p43,NOTA
v8924,Baglan,p26,UrmilaBhat
v8925,Mahad,p43,BhishamGandhi
v8926,Baglan,p26,UrmilaBhat
v8927,Mukhed,p35,NOTA
v8928,Mahad,p43,AmritaJha
v8929,Niphad,p1,ChidambarPanicker
v8930,Mahad,p40,BhishamGandhi
v8931,Mukhed,p37,NOTA
v8932,Ulhasnagar,p14,AnamikaPilla
v8933,Teosa,p7,AmareshKakkar
v8934,Kaij,p17,AnaghBanerjee
v8935,Niphad,p4,KamaVarma
v8936,Chembur,p30,DinakarShah
v8937,Kaij,p16,AnaghBanerjee
v8938,Chembur,p31,DinakarShah
v8939,Karanja,p48,NOTA
v8940,Baglan,p25,UrmilaBhat
v8941,Ulhasnagar,p13,BhavesChaturvedi
v8942,Hingna,p21,NOTA
v8943,Hingna,p20,ShardaAdiga
v8944,Ulhasnagar,p14,NOTA
v8945,Teosa,p6,VinayDeshpande
v8946,Niphad,p1,PranBanerjee
v8947,Chembur,p33,SanyaKaniyar
v8948,Teosa,p7,RageshwariNaik
v8949,Kaij,p18,ChaitanSharma
v8950,Kaij,p18,ChaitanSharma
v8951,Kaij,p18,ChaitanSharma
v8952,Mahad,p42,AmritaJha
v8953,Kaij,p19,AnaghBanerjee
v8954,Hingna,p20,NOTA
v8955,Hingna,p22,HiranyaKhatri
v8956,Chembur,p34,DinakarShah
v8957,Niphad,p2,ChidambarPanicker
v8958,Kaij,p18,AnaghBanerjee
v8959,Kaij,p19,AnaghBanerjee
v8960,Niphad,p4,PranBanerjee
v8961,Mahad,p40,NOTA
v8962,Kaij,p16,AnaghBanerjee
v8963,Karanja,p46,AnalMalik
v8964,Kaij,p18,ChaitanSharma
v8965,Ulhasnagar,p11,SwaraIyer
v8966,Ulhasnagar,p14,SwaraIyer
v8967,Niphad,p2,NOTA
v8968,Hingna,p24,HiranyaKhatri
v8969,Karanja,p48,NOTA
v8970,Karanja,p45,NavinGupta
v8971,Hingna,p20,BaijayantiJain
v8972,Mahad,p40,LakshmanPillai
v8973,Kaij,p15,AnaghBanerjee
v8974,Mahad,p41,BhishamGandhi
v8975,Ulhasnagar,p10,AnamikaPilla
v8976,Mahad,p40,LakshmanPillai
v8977,Baglan,p27,DiptenduNamboothiri
v8978,Kaij,p16,AnaghBanerjee
v8979,Teosa,p7,BhagwantiPatel
v8980,Mahad,p41,LakshmanPillai
v8981,Karanja,p45,NavinGupta
v8982,Teosa,p5,RajAsan
v8983,Niphad,p3,NOTA
v8984,Kaij,p17,AnaghBanerjee
v8985,Teosa,p5,RageshwariNaik
v8986,Chembur,p33,VedaNaik
v8987,Mukhed,p36,NOTA
v8988,Mukhed,p36,UditGill
v8989,Chembur,p30,SanyaKaniyar
v8990,Mahad,p42,NOTA
v8991,Niphad,p3,ChidambarPanicker
v8992,Hingna,p22,NOTA
v8993,Baglan,p26,UrmilaBhat
v8994,Chembur,p34,SanyaKaniyar
v8995,Chembur,p33,VedaNaik
v8996,Mahad,p43,AmritaJha
v8997,Hingna,p23,NOTA
v8998,Mukhed,p39,BhooshitDwivedi
v8999,Mahad,p42,BhishamGandhi
v9000,Mukhed,p35,BhaaswarMarar
v9001,Hingna,p20,BaijayantiJain
v9002,Ulhasnagar,p12,NOTA
v9003,Teosa,p9,AmareshKakkar
v9004,Mahad,p40,AmritaJha
v9005,Hingna,p20,BaijayantiJain
v9006,Karanja,p46,PoornimaTalwar
v9007,Karanja,p46,NavinGupta
v9008,Teosa,p6,KamalaSaini
v9009,Ulhasnagar,p13,SwaraIyer
v9010,Karanja,p48,NOTA
v9011,Hingna,p21,ShardaAdiga
v9012,Chembur,p30,SanyaKaniyar
v9013,Mukhed,p36,NOTA
v9014,Chembur,p31,DinakarShah
v9015,Teosa,p5,BhagwantiPatel
v9016,Karanja,p48,PoornimaTalwar
v9017,Mahad,p43,BhishamGandhi
v9018,Mukhed,p36,BhooshitDwivedi
v9019,Baglan,p29,UrmilaBhat
v9020,Chembur,p34,VedaNaik
v9021,Chembur,p30,ChandramohanAhuja
v9022,Hingna,p23,BaijayantiJain
v9023,Ulhasnagar,p13,NOTA
v9024,Ulhasnagar,p10,BhavesChaturvedi
v9025,Chembur,p31,NOTA
v9026,Mukhed,p39,NOTA
v9027,Hingna,p23,ShardaAdiga
v9028,Mahad,p44,NOTA
v9029,Baglan,p25,UrmilaBhat
v9030,Hingna,p23,NOTA
v9031,Hingna,p22,HiranyaKhatri
v9032,Teosa,p8,NOTA
v9033,Niphad,p2,KamaVarma
v9034,Kaij,p16,ChaitanSharma
v9035,Niphad,p0,NOTA
v9036,Mahad,p44,NOTA
v9037,Hingna,p23,HiranyaKhatri
v9038,Hingna,p21,ShardaAdiga
v9039,Ulhasnagar,p13,SwaraIyer
v9040,Baglan,p25,DiptenduNamboothiri
v9041,Mukhed,p38,BhooshitDwivedi
v9042,Niphad,p4,NOTA
v9043,Teosa,p6,AmareshKakkar
v9044,Niphad,p4,ChidambarPanicker
v9045,Chembur,p30,DinakarShah
v9046,Mukhed,p35,BhooshanKaniyar
v9047,Baglan,p25,NOTA
v9048,Karanja,p48,NOTA
v9049,Chembur,p33,ChandramohanAhuja
v9050,Kaij,p16,AnaghBanerjee
v9051,Karanja,p45,PoornimaTalwar
v9052,Hingna,p22,ShardaAdiga
v9053,Kaij,p16,ChaitanSharma
v9054,Teosa,p7,NOTA
v9055,Mahad,p41,BhishamGandhi
v9056,Hingna,p21,BaijayantiJain
v9057,Teosa,p8,RageshwariNaik
v9058,Mukhed,p39,UditGill
v9059,Baglan,p26,KanakPandey
v9060,Mahad,p42,LakshmanPillai
v9061,Kaij,p15,ChaitanSharma
v9062,Mahad,p41,AmritaJha
v9063,Baglan,p29,KanakPandey
v9064,Kaij,p18,ChaitanSharma
v9065,Chembur,p30,ChandramohanAhuja
v9066,Ulhasnagar,p11,BhavesChaturvedi
v9067,Karanja,p48,AnalMalik
v9068,Karanja,p46,NOTA
v9069,Mukhed,p38,NawalTandon
v9070,Karanja,p49,AnalMalik
v9071,Mukhed,p37,BhooshanKaniyar
v9072,Kaij,p19,AnaghBanerjee
v9073,Mukhed,p36,NawalTandon
v9074,Mahad,p40,NOTA
v9075,Ulhasnagar,p10,DhanapatiKhan
v9076,Kaij,p18,AnaghBanerjee
v9077,Mukhed,p38,BhooshanKaniyar
v9078,Ulhasnagar,p13,BhavesChaturvedi
v9079,Chembur,p31,SanyaKaniyar
v9080,Karanja,p45,PoornimaTalwar
v9081,Teosa,p7,KamalaSaini
v9082,Chembur,p32,DinakarShah
v9083,Chembur,p30,VedaNaik
v9084,Teosa,p9,RajAsan
v9085,Mahad,p42,AmritaJha
v9086,Chembur,p33,SanyaKaniyar
v9087,Baglan,p26,UrmilaBhat
v9088,Kaij,p16,ChaitanSharma
v9089,Ulhasnagar,p14,MeghnadPrajapat
v9090,Baglan,p26,UrmilaBhat
v9091,Chembur,p34,SanyaKaniyar
v9092,Baglan,p25,KanakPandey
v9093,Teosa,p5,BhagwantiPatel
v9094,Niphad,p2,PranBanerjee
v9095,Mukhed,p38,BhooshanKaniyar
v9096,Chembur,p33,DinakarShah
v9097,Kaij,p15,ChaitanSharma
v9098,Niphad,p0,NOTA
v9099,Teosa,p9,BhagwantiPatel
v9100,Teosa,p8,RageshwariNaik
v9101,Mukhed,p38,BhooshanKaniyar
v9102,Niphad,p2,KamaVarma
v9103,Niphad,p3,NOTA
v9104,Kaij,p16,ChaitanSharma
v9105,Baglan,p26,KanakPandey
v9106,Teosa,p8,KamalaSaini
v9107,Mahad,p43,BhishamGandhi
v9108,Teosa,p8,RajAsan
v9109,Niphad,p0,ChidambarPanicker
v9110,Ulhasnagar,p11,SwaraIyer
v9111,Kaij,p17,NOTA
v9112,Niphad,p4,ChidambarPanicker
v9113,Niphad,p1,PranBanerjee
v9114,Chembur,p30,ChandramohanAhuja
v9115,Kaij,p17,ChaitanSharma
v9116,Mukhed,p36,UditGill
v9117,Ulhasnagar,p11,DeeptenduMenon
v9118,Ulhasnagar,p11,DeeptenduMenon
v9119,Karanja,p47,NOTA
v9120,Teosa,p8,AmareshKakkar
v9121,Baglan,p29,KanakPandey
v9122,Chembur,p31,DinakarShah
v9123,Mahad,p42,AmritaJha
v9124,Ulhasnagar,p12,BhavesChaturvedi
v9125,Karanja,p48,AnalMalik
v9126,Karanja,p46,AnalMalik
v9127,Mahad,p40,BhishamGandhi
v9128,Chembur,p32,ChandramohanAhuja
v9129,Chembur,p34,ChandramohanAhuja
v9130,Teosa,p6,AmareshKakkar
v9131,Karanja,p48,NavinGupta
v9132,Teosa,p6,RageshwariNaik
v9133,Mahad,p41,BhishamGandhi
v9134,Kaij,p15,NOTA
v9135,Kaij,p16,ChaitanSharma
v9136,Karanja,p49,AnalMalik
v9137,Niphad,p4,PranBanerjee
v9138,Mukhed,p35,UditGill
v9139,Teosa,p5,AmareshKakkar
v9140,Chembur,p31,DinakarShah
v9141,Chembur,p32,VedaNaik
v9142,Teosa,p9,RageshwariNaik
v9143,Mahad,p41,LakshmanPillai
v9144,Teosa,p8,AmareshKakkar
v9145,Hingna,p20,HiranyaKhatri
v9146,Baglan,p29,UrmilaBhat
v9147,Niphad,p0,PranBanerjee
v9148,Baglan,p28,NOTA
v9149,Mahad,p40,LakshmanPillai
v9150,Chembur,p33,SanyaKaniyar
v9151,Hingna,p21,HiranyaKhatri
v9152,Chembur,p30,VedaNaik
v9153,Teosa,p7,TarunDesai
v9154,Ulhasnagar,p11,DhanapatiKhan
v9155,Baglan,p28,KanakPandey
v9156,Ulhasnagar,p14,NOTA
v9157,Niphad,p3,PranBanerjee
v9158,Karanja,p49,NOTA
v9159,Chembur,p31,ChandramohanAhuja
v9160,Teosa,p5,RageshwariNaik
v9161,Niphad,p1,ChidambarPanicker
v9162,Niphad,p3,KamaVarma
v9163,Niphad,p0,NOTA
v9164,Teosa,p9,TarunDesai
v9165,Karanja,p45,NavinGupta
v9166,Mukhed,p38,BhooshitDwivedi
v9167,Baglan,p25,NOTA
v9168,Baglan,p25,NOTA
v9169,Chembur,p31,VedaNaik
v9170,Niphad,p1,PranBanerjee
v9171,Kaij,p19,AnaghBanerjee
v9172,Mukhed,p36,UditGill
v9173,Hingna,p24,NOTA
v9174,Teosa,p9,KamalaSaini
v9175,Kaij,p17,ChaitanSharma
v9176,Mukhed,p38,NawalTandon
v9177,Baglan,p29,DiptenduNamboothiri
v9178,Mukhed,p37,BhooshanKaniyar
v9179,Mahad,p42,NOTA
v9180,Karanja,p49,AnalMalik
v9181,Kaij,p15,NOTA
v9182,Ulhasnagar,p12,BhavesChaturvedi
v9183,Karanja,p47,AnalMalik
v9184,Baglan,p28,NOTA
v9185,Karanja,p48,SwarnalataJoshi
v9186,Kaij,p16,ChaitanSharma
v9187,Mahad,p44,AmritaJha
v9188,Mahad,p44,NOTA
v9189,Mahad,p42,NOTA
v9190,Karanja,p47,SwarnalataJoshi
v9191,Baglan,p25,DiptenduNamboothiri
v9192,Baglan,p26,DiptenduNamboothiri
v9193,Kaij,p15,ChaitanSharma
v9194,Karanja,p45,NavinGupta
v9195,Mukhed,p38,NawalTandon
v9196,Mukhed,p35,BhooshitDwivedi
v9197,Chembur,p30,SanyaKaniyar
v9198,Kaij,p19,AnaghBanerjee
v9199,Mukhed,p38,BhooshanKaniyar
v9200,Kaij,p17,NOTA
v9201,Chembur,p33,ChandramohanAhuja
v9202,Baglan,p26,NOTA
v9203,Baglan,p27,KanakPandey
v9204,Mahad,p42,LakshmanPillai
v9205,Mahad,p44,BhishamGandhi
v9206,Chembur,p31,VedaNaik
v9207,Ulhasnagar,p13,BhavesChaturvedi
v9208,Ulhasnagar,p10,AnamikaPilla
v9209,Ulhasnagar,p11,NOTA
v9210,Kaij,p16,AnaghBanerjee
v9211,Baglan,p27,KanakPandey
v9212,Ulhasnagar,p12,MeghnadPrajapat
v9213,Teosa,p5,VinayDeshpande
v9214,Mahad,p43,NOTA
v9215,Hingna,p20,ShardaAdiga
v9216,Baglan,p29,KanakPandey
v9217,Teosa,p9,VinayDeshpande
v9218,Mukhed,p38,BhooshitDwivedi
v9219,Teosa,p6,AmareshKakkar
v9220,Kaij,p19,NOTA
v9221,Baglan,p25,NOTA
v9222,Hingna,p24,ShardaAdiga
v9223,Teosa,p5,KamalaSaini
v9224,Karanja,p47,SwarnalataJoshi
v9225,Mukhed,p37,UditGill
v9226,Mahad,p43,BhishamGandhi
v9227,Mukhed,p39,UditGill
v9228,Mukhed,p35,UditGill
v9229,Mahad,p44,BhishamGandhi
v9230,Ulhasnagar,p11,DeeptenduMenon
v9231,Baglan,p27,NOTA
v9232,Karanja,p48,NavinGupta
v9233,Karanja,p45,SwarnalataJoshi
v9234,Chembur,p31,NOTA
v9235,Karanja,p46,NOTA
v9236,Niphad,p1,ChidambarPanicker
v9237,Ulhasnagar,p14,SwaraIyer
v9238,Niphad,p1,PranBanerjee
v9239,Niphad,p1,PranBanerjee
v9240,Teosa,p6,VinayDeshpande
v9241,Baglan,p29,DiptenduNamboothiri
v9242,Niphad,p3,PranBanerjee
v9243,Hingna,p24,HiranyaKhatri
v9244,Baglan,p25,KanakPandey
v9245,Niphad,p4,KamaVarma
v9246,Karanja,p48,SwarnalataJoshi
v9247,Kaij,p17,NOTA
v9248,Teosa,p9,VinayDeshpande
v9249,Ulhasnagar,p13,DhanapatiKhan
v9250,Niphad,p4,PranBanerjee
v9251,Ulhasnagar,p13,MeghnadPrajapat
v9252,Mahad,p40,LakshmanPillai
v9253,Hingna,p22,ShardaAdiga
v9254,Mahad,p44,NOTA
v9255,Karanja,p46,NOTA
v9256,Teosa,p8,NOTA
v9257,Mahad,p40,LakshmanPillai
v9258,Niphad,p3,ChidambarPanicker
v9259,Mahad,p40,LakshmanPillai
v9260,Kaij,p16,ChaitanSharma
v9261,Mukhed,p39,BhooshanKaniyar
v9262,Baglan,p26,DiptenduNamboothiri
v9263,Ulhasnagar,p11,SwaraIyer
v9264,Hingna,p22,NOTA
v9265,Mukhed,p39,BhooshanKaniyar
v9266,Ulhasnagar,p13,MeghnadPrajapat
v9267,Chembur,p33,SanyaKaniyar
v9268,Chembur,p30,SanyaKaniyar
v9269,Mahad,p43,NOTA
v9270,Hingna,p20,NOTA
v9271,Ulhasnagar,p11,SwaraIyer
v9272,Chembur,p33,VedaNaik
v9273,Karanja,p46,AnalMalik
v9274,Kaij,p19,NOTA
v9275,Kaij,p18,NOTA
v9276,Baglan,p28,UrmilaBhat
v9277,Hingna,p24,BaijayantiJain
v9278,Niphad,p2,KamaVarma
v9279,Baglan,p29,KanakPandey
v9280,Mukhed,p35,NawalTandon
v9281,Karanja,p49,NavinGupta
v9282,Teosa,p8,AmareshKakkar
v9283,Mahad,p41,NOTA
v9284,Chembur,p31,VedaNaik
v9285,Kaij,p19,NOTA
v9286,Niphad,p4,KamaVarma
v9287,Kaij,p19,ChaitanSharma
v9288,Mukhed,p36,NOTA
v9289,Baglan,p25,KanakPandey
v9290,Mahad,p42,LakshmanPillai
v9291,Chembur,p34,NOTA
v9292,Teosa,p8,AmareshKakkar
v9293,Mahad,p43,NOTA
v9294,Mukhed,p37,NawalTandon
v9295,Baglan,p27,KanakPandey
v9296,Mahad,p43,AmritaJha
v9297,Teosa,p7,TarunDesai
v9298,Ulhasnagar,p11,DhanapatiKhan
v9299,Mahad,p41,AmritaJha
v9300,Mahad,p40,LakshmanPillai
v9301,Niphad,p3,ChidambarPanicker
v9302,Kaij,p15,NOTA
v9303,Hingna,p23,ShardaAdiga
v9304,Ulhasnagar,p12,AnamikaPilla
v9305,Hingna,p23,ShardaAdiga
v9306,Kaij,p16,ChaitanSharma
v9307,Mahad,p44,NOTA
v9308,Mahad,p42,AmritaJha
v9309,Ulhasnagar,p14,DeeptenduMenon
v9310,Hingna,p20,NOTA
v9311,Baglan,p29,NOTA
v9312,Mahad,p41,AmritaJha
v9313,Chembur,p34,SanyaKaniyar
v9314,Teosa,p8,KamalaSaini
v9315,Karanja,p45,SwarnalataJoshi
v9316,Ulhasnagar,p10,AnamikaPilla
v9317,Ulhasnagar,p11,MeghnadPrajapat
v9318,Teosa,p8,KamalaSaini
v9319,Hingna,p24,BaijayantiJain
v9320,Kaij,p15,ChaitanSharma
v9321,Baglan,p27,KanakPandey
v9322,Karanja,p46,SwarnalataJoshi
v9323,Kaij,p19,AnaghBanerjee
v9324,Kaij,p15,AnaghBanerjee
v9325,Niphad,p2,PranBanerjee
v9326,Ulhasnagar,p10,SwaraIyer
v9327,Chembur,p32,VedaNaik
v9328,Chembur,p31,SanyaKaniyar
v9329,Baglan,p27,DiptenduNamboothiri
v9330,Mukhed,p38,BhooshitDwivedi
v9331,Ulhasnagar,p10,NOTA
v9332,Teosa,p5,KamalaSaini
v9333,Chembur,p34,NOTA
v9334,Kaij,p16,ChaitanSharma
v9335,Mahad,p41,NOTA
v9336,Mukhed,p35,BhooshanKaniyar
v9337,Kaij,p18,ChaitanSharma
v9338,Niphad,p2,KamaVarma
v9339,Ulhasnagar,p12,AnamikaPilla
v9340,Niphad,p3,PranBanerjee
v9341,Hingna,p23,BaijayantiJain
v9342,Karanja,p48,SwarnalataJoshi
v9343,Mahad,p41,LakshmanPillai
v9344,Mahad,p44,BhishamGandhi
v9345,Niphad,p3,PranBanerjee
v9346,Mukhed,p35,NawalTandon
v9347,Chembur,p32,SanyaKaniyar
v9348,Hingna,p22,NOTA
v9349,Ulhasnagar,p10,MeghnadPrajapat
v9350,Ulhasnagar,p13,AnamikaPilla
v9351,Teosa,p7,RageshwariNaik
v9352,Mukhed,p39,UditGill
v9353,Mukhed,p37,NOTA
v9354,Teosa,p6,RageshwariNaik
v9355,Ulhasnagar,p14,AnamikaPilla
v9356,Teosa,p5,RageshwariNaik
v9357,Kaij,p15,AnaghBanerjee
v9358,Karanja,p48,PoornimaTalwar
v9359,Chembur,p32,SanyaKaniyar
v9360,Baglan,p26,KanakPandey
v9361,Hingna,p24,NOTA
v9362,Mahad,p44,BhishamGandhi
v9363,Niphad,p4,KamaVarma
v9364,Karanja,p46,NavinGupta
v9365,Hingna,p23,HiranyaKhatri
v9366,Teosa,p8,RajAsan
v9367,Karanja,p46,AnalMalik
v9368,Baglan,p26,UrmilaBhat
v9369,Baglan,p29,UrmilaBhat
v9370,Mahad,p44,NOTA
v9371,Ulhasnagar,p11,NOTA
v9372,Mahad,p43,AmritaJha
v9373,Karanja,p46,PoornimaTalwar
v9374,Karanja,p48,NOTA
v9375,Niphad,p4,NOTA
v9376,Ulhasnagar,p12,DhanapatiKhan
v9377,Niphad,p4,KamaVarma
v9378,Niphad,p1,PranBanerjee
v9379,Kaij,p15,ChaitanSharma
v9380,Ulhasnagar,p12,DhanapatiKhan
v9381,Mahad,p44,AmritaJha
v9382,Chembur,p33,SanyaKaniyar
v9383,Chembur,p32,VedaNaik
v9384,Hingna,p24,BaijayantiJain
v9385,Baglan,p27,KanakPandey
v9386,Teosa,p5,RajAsan
v9387,Chembur,p34,VedaNaik
v9388,Karanja,p45,NOTA
v9389,Teosa,p6,RageshwariNaik
v9390,Karanja,p48,NOTA
v9391,Ulhasnagar,p14,SwaraIyer
v9392,Mahad,p43,NOTA
v9393,Karanja,p47,NOTA
v9394,Baglan,p25,DiptenduNamboothiri
v9395,Ulhasnagar,p11,DhanapatiKhan
v9396,Mahad,p43,LakshmanPillai
v9397,Teosa,p5,RageshwariNaik
v9398,Hingna,p22,ShardaAdiga
v9399,Mukhed,p38,BhaaswarMarar
v9400,Ulhasnagar,p14,DhanapatiKhan
v9401,Kaij,p16,ChaitanSharma
v9402,Karanja,p48,NOTA
v9403,Karanja,p46,SwarnalataJoshi
v9404,Kaij,p18,ChaitanSharma
v9405,Mukhed,p39,BhaaswarMarar
v9406,Niphad,p4,PranBanerjee
v9407,Karanja,p45,NavinGupta
v9408,Niphad,p3,NOTA
v9409,Chembur,p33,ChandramohanAhuja
v9410,Hingna,p23,ShardaAdiga
v9411,Karanja,p47,NavinGupta
v9412,Mukhed,p36,BhooshitDwivedi
v9413,Teosa,p6,NOTA
v9414,Kaij,p16,ChaitanSharma
v9415,Mukhed,p37,UditGill
v9416,Mukhed,p37,UditGill
v9417,Ulhasnagar,p11,BhavesChaturvedi
v9418,Niphad,p0,KamaVarma
v9419,Baglan,p26,NOTA
v9420,Chembur,p30,SanyaKaniyar
v9421,Kaij,p19,AnaghBanerjee
v9422,Teosa,p5,AmareshKakkar
v9423,Hingna,p21,BaijayantiJain
v9424,Kaij,p17,AnaghBanerjee
v9425,Chembur,p30,SanyaKaniyar
v9426,Mukhed,p36,NOTA
v9427,Baglan,p28,KanakPandey
v9428,Baglan,p28,NOTA
v9429,Teosa,p5,TarunDesai
v9430,Baglan,p26,KanakPandey
v9431,Mahad,p44,LakshmanPillai
v9432,Karanja,p46,AnalMalik
v9433,Mahad,p40,NOTA
v9434,Chembur,p33,SanyaKaniyar
v9435,Mahad,p44,AmritaJha
v9436,Chembur,p31,VedaNaik
v9437,Mahad,p40,BhishamGandhi
v9438,Niphad,p1,KamaVarma
v9439,Baglan,p28,KanakPandey
v9440,Ulhasnagar,p10,DeeptenduMenon
v9441,Teosa,p5,TarunDesai
v9442,Niphad,p2,NOTA
v9443,Chembur,p33,SanyaKaniyar
v9444,Mahad,p43,AmritaJha
v9445,Kaij,p17,ChaitanSharma
v9446,Mukhed,p38,UditGill
v9447,Ulhasnagar,p13,SwaraIyer
v9448,Niphad,p2,ChidambarPanicker
v9449,Chembur,p30,NOTA
v9450,Mahad,p41,AmritaJha
v9451,Chembur,p33,SanyaKaniyar
